,log2FoldChange
FBgn0031310,-0.15527513230622986
FBgn0030447,-0.15567719891778348
FBgn0025633,-0.15580346591575298
FBgn0015075,-0.15598624771117545
FBgn0263599,-0.1560323633280063
FBgn0034602,-0.15636855507888528
FBgn0011836,-0.15659627185380343
FBgn0260944,-0.1566407317077207
FBgn0024807,-0.1566954091571794
FBgn0267762,-0.15696345221772467
FBgn0266709,-0.1571228183473163
FBgn0023519,-0.15738959232511773
FBgn0030504,-0.15761561647595868
FBgn0015296,-0.15766423630380336
FBgn0024555,-0.15771460077303304
FBgn0024321,-0.1578925317967814
FBgn0036317,-0.15801593791496707
FBgn0052066,-0.15827769465119473
FBgn0284255,-0.15837815220292367
FBgn0031008,-0.1585323354081282
FBgn0039201,-0.1585853015651645
FBgn0051992,-0.15860740787563987
FBgn0016926,-0.15884910111233816
FBgn0036818,-0.1593409635939378
FBgn0034271,-0.15938615842343348
FBgn0038257,-0.15950009690595568
FBgn0030359,-0.15969883763240275
FBgn0022224,-0.15977131261139646
FBgn0266982,-0.1597934456949499
FBgn0051072,-0.15980924336464616
FBgn0038649,-0.16012569429699586
FBgn0053461,-0.1602066870762185
FBgn0038787,-0.16037363745060776
FBgn0037723,-0.16063104033907208
FBgn0028546,-0.16071213333550272
FBgn0261885,-0.16113820615114485
FBgn0260722,-0.16129976791655784
FBgn0037235,-0.1615999595771922
FBgn0043012,-0.1621207009245657
FBgn0025185,-0.16244881735910982
FBgn0039270,-0.16253152797345857
FBgn0032645,-0.16267463444310634
FBgn0260945,-0.16283593986835387
FBgn0031662,-0.16304333187528328
FBgn0036622,-0.16318979690973798
FBgn0022027,-0.16319765674511186
FBgn0010421,-0.1632322746191156
FBgn0032873,-0.1634756453432295
FBgn0030506,-0.1635310014309973
FBgn0026398,-0.16389367459350562
FBgn0026430,-0.16399838618718024
FBgn0040754,-0.16400217500619785
FBgn0041094,-0.16408031785159982
FBgn0036305,-0.16426202440149637
FBgn0038833,-0.16427836618742264
FBgn0260027,-0.1642904456705132
FBgn0034093,-0.16440386616857028
FBgn0031676,-0.16467804299138875
FBgn0033088,-0.16482579462813007
FBgn0037297,-0.16489618561307148
FBgn0260643,-0.16494975531062955
FBgn0031187,-0.165079694604841
FBgn0025366,-0.16508975899307585
FBgn0039209,-0.1651463223346955
FBgn0000575,-0.1655287277421453
FBgn0040230,-0.16579536384618834
FBgn0261938,-0.16604240504878426
FBgn0031768,-0.16613221286327237
FBgn0267191,-0.16615473736417677
FBgn0038327,-0.166193030301404
FBgn0040394,-0.16656684229324742
FBgn0038666,-0.16657716628807495
FBgn0033428,-0.16657878495403539
FBgn0035878,-0.16665438425747298
FBgn0036643,-0.1666921925748806
FBgn0030846,-0.16696078747976142
FBgn0037057,-0.1670165523558695
FBgn0000307,-0.16722424472746855
FBgn0032162,-0.16724446635175363
FBgn0000416,-0.1672609647608641
FBgn0031644,-0.167338467674332
FBgn0051522,-0.1674207819150698
FBgn0036173,-0.1674836302670601
FBgn0008636,-0.1675127747824809
FBgn0020279,-0.16760685705230835
FBgn0019972,-0.16784584943514314
FBgn0000139,-0.16786298890067225
FBgn0267390,-0.16816695008481414
FBgn0026722,-0.16819567514887945
FBgn0052831,-0.16834358937321822
FBgn0037802,-0.16858536439142915
FBgn0010762,-0.16859407592136041
FBgn0032358,-0.16867726566084684
FBgn0053294,-0.168750827358123
FBgn0013563,-0.16893359112722892
FBgn0024509,-0.16902180367670275
FBgn0015546,-0.1690330387157026
FBgn0033782,-0.16903383008809988
FBgn0030960,-0.16917490871322194
FBgn0266581,-0.16920618461097225
FBgn0052100,-0.16921154537339533
FBgn0020371,-0.16964568802926064
FBgn0033341,-0.1698074309981318
FBgn0038473,-0.1700666301760287
FBgn0052296,-0.17012697674552174
FBgn0035064,-0.17013118249449413
FBgn0038080,-0.17018791407149933
FBgn0031235,-0.17038188887654251
FBgn0036368,-0.17041121599900938
FBgn0263998,-0.17059883766422704
FBgn0264560,-0.1706354784212534
FBgn0032787,-0.17065644696831755
FBgn0285937,-0.1706837766360724
FBgn0053096,-0.17088291052293306
FBgn0032924,-0.17114605889139176
FBgn0036913,-0.17115635082822975
FBgn0050398,-0.17115674672649103
FBgn0034072,-0.17117004153867674
FBgn0033901,-0.17123196960554535
FBgn0037282,-0.17125918800356554
FBgn0004862,-0.17127579387146802
FBgn0040467,-0.17130420027197837
FBgn0040228,-0.1714139873297804
FBgn0024806,-0.17178347152355422
FBgn0030245,-0.17188575600956363
FBgn0261609,-0.17212330621510838
FBgn0043069,-0.1721547920121725
FBgn0031092,-0.1722791591589388
FBgn0002573,-0.17244795310389163
FBgn0030366,-0.17276068319709975
FBgn0033110,-0.17296953885755717
FBgn0001185,-0.17299923319468027
FBgn0037777,-0.17301105340512524
FBgn0031174,-0.17308850563976605
FBgn0031782,-0.17328507992931094
FBgn0028997,-0.17331768958409186
FBgn0015316,-0.17348650063440807
FBgn0263241,-0.1736074095170719
FBgn0051460,-0.173784526989491
FBgn0039626,-0.173823112144249
FBgn0262825,-0.1738571792080786
FBgn0284220,-0.17405360402541992
FBgn0262527,-0.17405706702757653
FBgn0031115,-0.17409305933596245
FBgn0087002,-0.1741866838531266
FBgn0036774,-0.17425142922887119
FBgn0020261,-0.17432251764476334
FBgn0030474,-0.17435039730568855
FBgn0039157,-0.1746443820422759
FBgn0038234,-0.1749082151846773
FBgn0003330,-0.17502961616915108
FBgn0050157,-0.17517642711818862
FBgn0038862,-0.1753119392078765
FBgn0002121,-0.17567836025887118
FBgn0029895,-0.17577911435911334
FBgn0031894,-0.17581416212309284
FBgn0035761,-0.17584654164232955
FBgn0263402,-0.17595285881920478
FBgn0033226,-0.17609892535838467
FBgn0030466,-0.17611736146905776
FBgn0038583,-0.17618850831023783
FBgn0086909,-0.17621366879376174
FBgn0052418,-0.17621855849078744
FBgn0001148,-0.17622247141363295
FBgn0030761,-0.17622878382354693
FBgn0037443,-0.17669643918452183
FBgn0086690,-0.17675666891414263
FBgn0034726,-0.17695215335281275
FBgn0041210,-0.17698280997521174
FBgn0267519,-0.17728579161408478
FBgn0024245,-0.17739025778568668
FBgn0033615,-0.17739223871727303
FBgn0037900,-0.17760937130619436
FBgn0036826,-0.17761797576702382
FBgn0032398,-0.17764289787169504
FBgn0034558,-0.1777035085309361
FBgn0002044,-0.17781564782218884
FBgn0027611,-0.1782580062804842
FBgn0039019,-0.17834783322863706
FBgn0050259,-0.17840609131654492
FBgn0033350,-0.178531178035882
FBgn0031491,-0.1786681996948788
FBgn0283468,-0.17889302904314627
FBgn0015905,-0.1791055676489111
FBgn0036811,-0.17924032821244468
FBgn0265254,-0.17925140099040474
FBgn0038984,-0.17958388530512534
FBgn0038474,-0.17971282724339135
FBgn0032490,-0.1798214402731841
FBgn0011606,-0.1798967860202405
FBgn0039172,-0.17998882322652282
FBgn0034400,-0.18031070028374194
FBgn0039260,-0.18043049480192314
FBgn0035630,-0.1804538763695453
FBgn0010379,-0.18051028081284948
FBgn0011760,-0.1805388458621193
FBgn0085478,-0.18061328128869253
FBgn0250754,-0.18076045654178144
FBgn0032634,-0.181109874438314
FBgn0034379,-0.18115566428958882
FBgn0035323,-0.181214347078942
FBgn0031266,-0.18141655948041066
FBgn0034086,-0.18145368391967
FBgn0002838,-0.1814992306932792
FBgn0030318,-0.18165209598830853
FBgn0038961,-0.1817736698597927
FBgn0030208,-0.1817956631830481
FBgn0284436,-0.1818915478656847
FBgn0015831,-0.1819787390341237
FBgn0003607,-0.18207605030243326
FBgn0037008,-0.1822556388007796
FBgn0053108,-0.1823677053392253
FBgn0032956,-0.18237325213013433
FBgn0035833,-0.1824641406927889
FBgn0013684,-0.18270233785915083
FBgn0031065,-0.18273654093632705
FBgn0000412,-0.18274253704450366
FBgn0028473,-0.18283577244859545
FBgn0262582,-0.1830586988944055
FBgn0035432,-0.18312581199340194
FBgn0032242,-0.1831590332403471
FBgn0267029,-0.18324060109086468
FBgn0035923,-0.18330166662736813
FBgn0031077,-0.18335027546900706
FBgn0036996,-0.1833681697735437
FBgn0035805,-0.18346571932728045
FBgn0085242,-0.1835008500167646
FBgn0030739,-0.18361248604414454
FBgn0033846,-0.18374335384330867
FBgn0031818,-0.18404126453672376
FBgn0025885,-0.18410391940510415
FBgn0042134,-0.18459591857878346
FBgn0034251,-0.1846741481254389
FBgn0030853,-0.1847955062500995
FBgn0029888,-0.18480672639522483
FBgn0035059,-0.18493680415589026
FBgn0027496,-0.18499654953991057
FBgn0039381,-0.18505627580190875
FBgn0025809,-0.18509382398830285
FBgn0286828,-0.18528539113231388
FBgn0260861,-0.18569611120314694
FBgn0000382,-0.1857048850703692
FBgn0032034,-0.18599438279653255
FBgn0265190,-0.18633799737873571
FBgn0031566,-0.18677236493358576
FBgn0004618,-0.18683570038672712
FBgn0086384,-0.18684765236329817
FBgn0025802,-0.18718024128207877
FBgn0039356,-0.1871870382845224
FBgn0032487,-0.18721628930867
FBgn0031832,-0.1872444177860393
FBgn0033673,-0.18724899844465823
FBgn0033185,-0.18734656563902802
FBgn0011704,-0.18742188900160597
FBgn0011297,-0.18745870410073556
FBgn0033605,-0.18758152184606502
FBgn0000283,-0.1876518859856126
FBgn0024191,-0.18768217855887467
FBgn0035248,-0.1877472736422561
FBgn0035335,-0.18797433406955433
FBgn0037489,-0.18799981374235708
FBgn0052655,-0.18815539721690902
FBgn0003527,-0.18818542871475963
FBgn0013676,-0.18836481261612945
FBgn0030038,-0.18839222900896982
FBgn0034380,-0.18866976583773498
FBgn0002891,-0.1886943260451238
FBgn0036462,-0.18888518121715914
FBgn0033579,-0.18891124714377336
FBgn0266312,-0.18904279690925654
FBgn0052409,-0.18926408459069835
FBgn0037469,-0.1893710848185698
FBgn0039113,-0.18939092453700485
FBgn0026089,-0.18985605437830894
FBgn0032290,-0.18986842996278033
FBgn0034310,-0.18999002918127503
FBgn0085451,-0.1901220515372589
FBgn0031286,-0.1901907105232019
FBgn0041630,-0.19025338336559539
FBgn0031536,-0.1905575195392872
FBgn0027945,-0.19067796399344572
FBgn0001084,-0.19080108655789696
FBgn0035483,-0.19092244978765774
FBgn0038546,-0.19113953275586376
FBgn0029903,-0.19137467284816007
FBgn0039250,-0.19139272747193625
FBgn0001079,-0.19142058455881183
FBgn0265987,-0.1915181305233684
FBgn0013765,-0.19156366714830111
FBgn0263738,-0.19167277678961178
FBgn0027868,-0.19195479761341752
FBgn0260655,-0.19197683760151504
FBgn0265187,-0.19207623340807356
FBgn0026189,-0.1925454708601358
FBgn0030039,-0.19259861268146047
FBgn0039160,-0.19260733889709922
FBgn0024841,-0.1926505355114246
FBgn0026181,-0.1926530715224345
FBgn0035807,-0.19265513037797413
FBgn0029161,-0.19289893455870905
FBgn0039751,-0.1929493974905705
FBgn0016756,-0.19306234734793462
FBgn0025781,-0.19332667885037627
FBgn0267728,-0.1935478620445724
FBgn0034245,-0.19357013302166268
FBgn0022942,-0.19381150754045565
FBgn0086768,-0.19395867404683423
FBgn0031601,-0.19405021328751426
FBgn0002629,-0.19433433786178508
FBgn0037876,-0.194429988785808
FBgn0033929,-0.19460106456415363
FBgn0013689,-0.19462302554485897
FBgn0033968,-0.19496988155764647
FBgn0039623,-0.19517148603196008
FBgn0035060,-0.19528682501123282
FBgn0031195,-0.19550744225423117
FBgn0267754,-0.19574858409332457
FBgn0030872,-0.19579645923745637
FBgn0027334,-0.19612678937385264
FBgn0033735,-0.1966232466344998
FBgn0263780,-0.19671584533763883
FBgn0266116,-0.19739366931587843
FBgn0032881,-0.19745726101005742
FBgn0052278,-0.1975253766137819
FBgn0035264,-0.19761926671033767
FBgn0029174,-0.1976947822013536
FBgn0035541,-0.19787135368265718
FBgn0037647,-0.1980085511616333
FBgn0037538,-0.19816985038990642
FBgn0039360,-0.1982255981348291
FBgn0033842,-0.1986859895235316
FBgn0004780,-0.1988768222642976
FBgn0000299,-0.19894807268249076
FBgn0011305,-0.19983552424148382
FBgn0031078,-0.1999130542526646
FBgn0014133,-0.1999361963608632
FBgn0039696,-0.1999648584306034
FBgn0261274,-0.2002675674257603
FBgn0027093,-0.20027632502840625
FBgn0033235,-0.2012235361038092
FBgn0004856,-0.2013725622289965
FBgn0051643,-0.20172175929625966
FBgn0036563,-0.20178462964857055
FBgn0262531,-0.20192635313152452
FBgn0083970,-0.20208706126575313
FBgn0278608,-0.20224330555022219
FBgn0033504,-0.20243713662471943
FBgn0038426,-0.20248560758246828
FBgn0260965,-0.20253482638954665
FBgn0028563,-0.20271062226227007
FBgn0004463,-0.20276989402655593
FBgn0039159,-0.20282615297672582
FBgn0004227,-0.20294990875272298
FBgn0035766,-0.20296594819692346
FBgn0263841,-0.2030800984829863
FBgn0010660,-0.20320787545933985
FBgn0050094,-0.20341587715966533
FBgn0027873,-0.20348665980050915
FBgn0024947,-0.2036527941775683
FBgn0002577,-0.20371368760901323
FBgn0010531,-0.2039095326841201
FBgn0032451,-0.20396300196093084
FBgn0262952,-0.2041679101960529
FBgn0031434,-0.20438915787693232
FBgn0035997,-0.20444426486780212
FBgn0032847,-0.20504821894110153
FBgn0015379,-0.20513543997779046
FBgn0015351,-0.20529594905510773
FBgn0013756,-0.2053870354014917
FBgn0265375,-0.20554326292379976
FBgn0035887,-0.2059081618247696
FBgn0036892,-0.2062008461499479
FBgn0033856,-0.20640517774565223
FBgn0032401,-0.20649406884448673
FBgn0025679,-0.20658879663259155
FBgn0052676,-0.2066677459991204
FBgn0050389,-0.20673233293131396
FBgn0030344,-0.20698750433803068
FBgn0259224,-0.20713918636786502
FBgn0020305,-0.20716232377284807
FBgn0029840,-0.2072140959834652
FBgn0267790,-0.20736320173104247
FBgn0036483,-0.2082288585172486
FBgn0033079,-0.2086427773943377
FBgn0003415,-0.20871104607683935
FBgn0030177,-0.20891879161336507
FBgn0265923,-0.20913380398232598
FBgn0039430,-0.2092082484504814
FBgn0262606,-0.20926469532507116
FBgn0027509,-0.2095147569579906
FBgn0267910,-0.2097347090877311
FBgn0028424,-0.20987959236488682
FBgn0039726,-0.21004815413877914
FBgn0030269,-0.2101136408283441
FBgn0031313,-0.21013063962255277
FBgn0002775,-0.2107022279942368
FBgn0033688,-0.2107376373424455
FBgn0267508,-0.21074489650990835
FBgn0283437,-0.21075132866399246
FBgn0031598,-0.21079942279498223
FBgn0031003,-0.210848972467933
FBgn0259139,-0.21089244144920236
FBgn0261016,-0.2110134572027108
FBgn0263398,-0.21130231269184788
FBgn0261850,-0.21153524346188005
FBgn0015803,-0.21155104858823479
FBgn0031947,-0.21168978322232276
FBgn0035213,-0.21170340273472507
FBgn0038429,-0.21180079546640232
FBgn0051223,-0.2121875222529832
FBgn0032213,-0.21221816978677235
FBgn0015772,-0.2123617340740328
FBgn0032077,-0.21274689234690378
FBgn0038427,-0.2128872267985835
FBgn0266598,-0.2132977006459044
FBgn0003748,-0.21332825200611946
FBgn0030000,-0.2135022941097469
FBgn0003261,-0.21360022060687978
FBgn0031037,-0.21375347536730568
FBgn0043070,-0.21376493940157315
FBgn0038369,-0.21378092415257066
FBgn0260755,-0.2138998227733715
FBgn0028554,-0.21411324876098187
FBgn0003984,-0.21426131911859275
FBgn0030854,-0.2143425053199124
FBgn0002590,-0.21435221603532836
FBgn0051044,-0.21436028997989387
FBgn0037371,-0.21469864019810028
FBgn0032390,-0.2147111407876115
FBgn0033408,-0.21482336232856392
FBgn0024491,-0.21505050565892275
FBgn0031606,-0.21528853700003373
FBgn0263351,-0.21539864255798322
FBgn0035439,-0.2155351779424733
FBgn0037554,-0.21555722879601885
FBgn0003885,-0.21558395453642631
FBgn0051053,-0.21564028139609626
FBgn0027053,-0.21568121591980638
FBgn0013751,-0.21569979157098448
FBgn0032143,-0.21596002090759348
FBgn0053988,-0.21597878540413812
FBgn0035044,-0.21603000581901713
FBgn0015615,-0.21609144370090388
FBgn0034177,-0.21623619830351667
FBgn0051680,-0.21625880784078008
FBgn0052225,-0.21635351165575603
FBgn0262114,-0.2171061024030637
FBgn0004650,-0.21723776730505603
FBgn0023097,-0.21726511767582435
FBgn0036973,-0.21737980357098968
FBgn0036733,-0.2175322038069246
FBgn0031361,-0.21774434074659868
FBgn0002932,-0.2177456038244666
FBgn0015271,-0.21777096281687372
FBgn0033463,-0.21802214148749033
FBgn0034503,-0.21807621413437803
FBgn0035831,-0.2180888689662764
FBgn0035622,-0.21835600877771735
FBgn0004054,-0.21838231425195065
FBgn0265104,-0.21843529633936704
FBgn0038471,-0.21846994217884308
FBgn0010905,-0.2185651433802242
FBgn0011655,-0.21868104260947216
FBgn0036575,-0.2187561806309212
FBgn0051550,-0.21882279946349836
FBgn0003371,-0.2189019289520925
FBgn0053107,-0.21896992483583552
FBgn0022768,-0.21903524819722459
FBgn0032812,-0.21922138507279812
FBgn0039347,-0.21980119054948524
FBgn0030809,-0.22006245264269583
FBgn0264751,-0.22013817986332693
FBgn0032524,-0.22016650971518886
FBgn0259238,-0.2204114364692714
FBgn0267791,-0.22080111423275461
FBgn0051229,-0.2209030849632559
FBgn0039563,-0.22096816560876328
FBgn0003654,-0.22100503426901702
FBgn0015828,-0.22105532081200413
FBgn0033038,-0.22122057335750156
FBgn0000377,-0.22129351503401223
FBgn0038196,-0.2219143431464552
FBgn0033339,-0.22221655242361685
FBgn0267028,-0.22232708300284518
FBgn0030116,-0.2224543915990664
FBgn0085236,-0.22252773507767265
FBgn0028582,-0.22257336630645555
FBgn0064766,-0.22261628520482532
FBgn0261535,-0.22262425195328953
FBgn0031395,-0.2226514491794578
FBgn0026431,-0.22291002433263926
FBgn0035437,-0.22295094265502513
FBgn0261562,-0.22307133329680512
FBgn0265189,-0.22309706714453176
FBgn0034618,-0.22313915095232756
FBgn0020497,-0.22315613995218558
FBgn0035763,-0.2231973747842156
FBgn0038678,-0.22327235289347921
FBgn0035132,-0.22335459660785983
FBgn0266646,-0.22341606764654928
FBgn0262985,-0.22359464027733605
FBgn0015283,-0.22403841903807334
FBgn0036772,-0.224045156138235
FBgn0032017,-0.2241411162078019
FBgn0260940,-0.22435084033716132
FBgn0004435,-0.22436674905113413
FBgn0030788,-0.2247368358525508
FBgn0035769,-0.22490342582053796
FBgn0030653,-0.22527339453289555
FBgn0053087,-0.22543419806442747
FBgn0036684,-0.2254470221793179
FBgn0023129,-0.22548325054037444
FBgn0038739,-0.22552799589358205
FBgn0033378,-0.2255365060618074
FBgn0035754,-0.22568297593294695
FBgn0027532,-0.22573279677779284
FBgn0041712,-0.22574242755450785
FBgn0040001,-0.22583882143967
FBgn0264822,-0.22597146740132215
FBgn0038248,-0.22604702931605553
FBgn0003933,-0.22606335581118497
FBgn0020762,-0.22611312275408685
FBgn0031114,-0.22663836846803598
FBgn0030354,-0.2266731771648202
FBgn0030593,-0.22673576253867295
FBgn0284252,-0.22684700290512483
FBgn0039229,-0.22701449714060962
FBgn0035855,-0.22723415474537226
FBgn0030735,-0.22730662435582139
FBgn0033557,-0.22731427776895735
FBgn0260456,-0.2273282848385633
FBgn0029603,-0.22737902987715208
FBgn0040273,-0.22742794748915937
FBgn0028691,-0.2278656927351843
FBgn0265912,-0.2278674761722397
FBgn0032430,-0.22789487150820684
FBgn0039581,-0.22792449647100282
FBgn0037340,-0.22793204931352284
FBgn0037391,-0.22796453903726985
FBgn0001491,-0.2279930925346188
FBgn0024975,-0.22811319218087156
FBgn0030061,-0.22813756814454078
FBgn0021796,-0.22822807870868211
FBgn0028504,-0.22823958988177656
FBgn0033491,-0.22839663955610817
FBgn0031006,-0.22847615851153344
FBgn0033526,-0.22865911783195228
FBgn0033427,-0.22892335079872358
FBgn0263782,-0.22904484073902043
FBgn0284246,-0.2291116081887063
FBgn0032050,-0.22917511796619133
FBgn0261456,-0.22927925050622702
FBgn0262605,-0.22944178285969868
FBgn0030109,-0.22993838449909404
FBgn0021944,-0.22994076429663274
FBgn0013762,-0.22994963336696553
FBgn0263459,-0.2300001392777954
FBgn0039301,-0.23024915534540094
FBgn0265140,-0.23080303672968208
FBgn0034838,-0.23095722017494563
FBgn0033247,-0.23129234567034526
FBgn0034986,-0.23146372609121754
FBgn0032305,-0.23146815759457454
FBgn0013673,-0.2315347704756063
FBgn0025743,-0.23165990814048787
FBgn0037624,-0.23169742868656262
FBgn0262993,-0.2317002819767705
FBgn0039128,-0.2318280541092163
FBgn0046296,-0.2318668700663966
FBgn0043456,-0.23187918461082993
FBgn0010355,-0.2321862324184603
FBgn0275436,-0.2322255753879616
FBgn0033766,-0.2324541877093612
FBgn0013672,-0.23257867424833126
FBgn0040239,-0.23261563372018879
FBgn0039338,-0.23283142669046772
FBgn0026371,-0.23337554392007304
FBgn0031493,-0.23359350851291144
FBgn0261618,-0.23371194081386296
FBgn0027607,-0.23378195578764496
FBgn0267443,-0.23392388353923882
FBgn0003062,-0.2341566867700629
FBgn0039068,-0.23418878077232774
FBgn0262517,-0.23420206373643931
FBgn0032374,-0.2343574419873479
FBgn0003575,-0.23448870787539366
FBgn0010097,-0.2346776705326462
FBgn0263198,-0.23467927901754182
FBgn0027575,-0.23471482292959073
FBgn0028647,-0.23475629331965706
FBgn0015338,-0.23505502901883696
FBgn0038056,-0.23527435205739353
FBgn0283681,-0.23534666712755895
FBgn0025716,-0.235424710402682
FBgn0024330,-0.23567774988262588
FBgn0015527,-0.23591687640747858
FBgn0004870,-0.2360598889693821
FBgn0037892,-0.23609880441808734
FBgn0034903,-0.23615158355914587
FBgn0026324,-0.23635086582341563
FBgn0030121,-0.23674210473360868
FBgn0039213,-0.2369727689552194
FBgn0010391,-0.23697533033014778
FBgn0040551,-0.23731604984976745
FBgn0050349,-0.2373897485235614
FBgn0267507,-0.23757881204328712
FBgn0262730,-0.23758158974456903
FBgn0002525,-0.23761339953619492
FBgn0014870,-0.23776942847288063
FBgn0035524,-0.23788754383716854
FBgn0010194,-0.23822086477303456
FBgn0263380,-0.23835733767998063
FBgn0010417,-0.23847069384088324
FBgn0011817,-0.23859454841200142
FBgn0052640,-0.2387756211085696
FBgn0004656,-0.23887020167258857
FBgn0052344,-0.2389434444833071
FBgn0265705,-0.23897182642422182
FBgn0265038,-0.2389766915529599
FBgn0036419,-0.23935745972887432
FBgn0031805,-0.2395008313331666
FBgn0036351,-0.23974417303234166
FBgn0050001,-0.2398358956433334
FBgn0030500,-0.23998372674273166
FBgn0260477,-0.24015756760476045
FBgn0022764,-0.24035174328553632
FBgn0041103,-0.24040468331502154
FBgn0034590,-0.2404141757583665
FBgn0000543,-0.2404231913726895
FBgn0039689,-0.24052289416646153
FBgn0025681,-0.2407237555909005
FBgn0031458,-0.2410193050599137
FBgn0020388,-0.2411152225342243
FBgn0067628,-0.2411964149262305
FBgn0033539,-0.24144664143704533
FBgn0266557,-0.24163313747321896
FBgn0037183,-0.24168630174506345
FBgn0037490,-0.2419592969304283
FBgn0261617,-0.24211057371645744
FBgn0001220,-0.24214139416196817
FBgn0030687,-0.24273953622605002
FBgn0037543,-0.24278114167312034
FBgn0085753,-0.24292640676213284
FBgn0029525,-0.2429601869130621
FBgn0039654,-0.24302704639557424
FBgn0030035,-0.243513092134825
FBgn0011566,-0.2435163953627833
FBgn0032361,-0.24375169557798085
FBgn0039765,-0.24380975787976994
FBgn0002542,-0.2444832676924516
FBgn0262866,-0.24469242043846742
FBgn0035049,-0.24482993767073039
FBgn0038853,-0.24498351034067406
FBgn0011763,-0.24510912301497906
FBgn0265182,-0.24513890110391065
FBgn0032446,-0.24520589513825333
FBgn0034351,-0.24567685938994424
FBgn0263974,-0.24598148386814517
FBgn0028540,-0.24600804297705878
FBgn0036340,-0.24625110203345416
FBgn0265902,-0.24630404526208452
FBgn0286898,-0.24633136735370195
FBgn0038585,-0.2464391490350996
FBgn0011754,-0.24676154696594166
FBgn0033547,-0.24680777003943496
FBgn0264821,-0.24689634619516368
FBgn0002561,-0.24704970410302063
FBgn0034180,-0.2470580267760475
FBgn0039727,-0.24748427373263943
FBgn0038313,-0.24758549195306548
FBgn0061200,-0.24763760641049534
FBgn0013276,-0.24778426107384066
FBgn0014857,-0.24800719572169996
FBgn0267168,-0.2480938010562609
FBgn0034631,-0.2481068951947609
FBgn0032195,-0.24814310935687006
FBgn0010772,-0.24835815704100214
FBgn0039130,-0.2483813526105306
FBgn0038811,-0.24853416024254302
FBgn0035957,-0.24876027834703168
FBgn0050077,-0.24913649779937735
FBgn0044323,-0.24952970070396951
FBgn0035415,-0.24988431738541597
FBgn0086707,-0.24995723363656797
FBgn0038454,-0.2500715876510624
FBgn0038951,-0.25008921452123556
FBgn0024320,-0.2502795344515473
FBgn0038964,-0.2505408284766625
FBgn0020385,-0.25074949702431537
FBgn0026761,-0.25102621592405194
FBgn0052459,-0.25171458820543025
FBgn0030505,-0.25185307117299194
FBgn0037848,-0.2520891469305625
FBgn0034707,-0.2525286441403403
FBgn0034908,-0.2525758578335117
FBgn0031357,-0.25270764805232576
FBgn0033060,-0.2527336819757091
FBgn0029664,-0.25305551385499353
FBgn0034243,-0.2536363642105309
FBgn0032871,-0.25389094982269417
FBgn0031756,-0.2540021010326742
FBgn0000053,-0.2540504251805655
FBgn0024291,-0.2542370677923343
FBgn0005642,-0.25437301716804156
FBgn0050044,-0.25452675425886645
FBgn0031390,-0.25457434053717404
FBgn0036207,-0.254810764263531
FBgn0266667,-0.25490034019693913
FBgn0035811,-0.2551235745720903
FBgn0037720,-0.2552796089963604
FBgn0264305,-0.25540852408215564
FBgn0034816,-0.255590507827909
FBgn0037657,-0.255760164291974
FBgn0016977,-0.2558291403633207
FBgn0262560,-0.256160081881726
FBgn0053514,-0.256261628666597
FBgn0032880,-0.2563152856450741
FBgn0038361,-0.25649629209569885
FBgn0266309,-0.25664048824405966
FBgn0041342,-0.2570990853633091
FBgn0031216,-0.2573310381116638
FBgn0039766,-0.2577998379613667
FBgn0003557,-0.2578063905235317
FBgn0050443,-0.25792886061396036
FBgn0030507,-0.2579733012518906
FBgn0034186,-0.25842104239386576
FBgn0005386,-0.2586111416843093
FBgn0036337,-0.258667265461606
FBgn0013683,-0.25880989223164574
FBgn0034443,-0.25931116366547086
FBgn0038039,-0.25932248930537743
FBgn0067783,-0.2595792553101808
FBgn0265508,-0.2597408479162105
FBgn0046214,-0.25975657294846205
FBgn0036734,-0.2598917085888666
FBgn0051163,-0.25999368424242325
FBgn0265578,-0.26025576078946133
FBgn0036363,-0.2603499658330976
FBgn0261243,-0.260616970455399
FBgn0036038,-0.2606601061904481
FBgn0051324,-0.2606602934479744
FBgn0024371,-0.2607618048708414
FBgn0033209,-0.2607831746954248
FBgn0010278,-0.26105081720854106
FBgn0051287,-0.2613393487499675
FBgn0025624,-0.2613768359104008
FBgn0034258,-0.2614106370869413
FBgn0000257,-0.2614566264212085
FBgn0267515,-0.2617137663781801
FBgn0011282,-0.2617571050331489
FBgn0038319,-0.2618377824985513
FBgn0033421,-0.26185484088343697
FBgn0035770,-0.26197733530818024
FBgn0001215,-0.2619880828233626
FBgn0052264,-0.2621033358848879
FBgn0026375,-0.2623589866743436
FBgn0031011,-0.2625436183830818
FBgn0002973,-0.26267603018362057
FBgn0000352,-0.26306792218478564
FBgn0052069,-0.2632520186201406
FBgn0000617,-0.2635998926454209
FBgn0036224,-0.2636328423764521
FBgn0038953,-0.2640208264956313
FBgn0030321,-0.2641154744328069
FBgn0021872,-0.2643195351435385
FBgn0262614,-0.2645740183268589
FBgn0040389,-0.264974218970911
FBgn0262101,-0.26527272109406885
FBgn0032138,-0.2653477814125215
FBgn0035063,-0.2653530805198861
FBgn0002552,-0.26548621703316744
FBgn0038181,-0.26563987969292013
FBgn0013997,-0.26570399995917743
FBgn0037108,-0.26570968591175775
FBgn0034814,-0.2662723204822489
FBgn0039531,-0.2664658231327877
FBgn0015793,-0.26662286107261346
FBgn0035356,-0.2666622862488794
