,log2FoldChange
FBgn0041585,0.25067110607124166
FBgn0035196,0.25008061096200535
FBgn0051826,0.250012160929323
FBgn0025807,0.24978248358225222
FBgn0038020,0.24964115481570312
FBgn0040396,0.24958200252982068
FBgn0000384,0.2495494315679321
FBgn0086706,0.2494944823337827
FBgn0023130,0.24925587715293018
FBgn0032705,0.2492418386973242
FBgn0035461,0.24913654133279584
FBgn0031320,0.24903499580983926
FBgn0037667,0.24889286900787186
FBgn0052544,0.2488257979465583
FBgn0001142,0.24864825647639466
FBgn0021979,0.24854918344494253
FBgn0032123,0.24853848437417597
FBgn0260780,0.24851165359411634
FBgn0033717,0.2484376309221775
FBgn0040285,0.24837032612369786
FBgn0040271,0.2482320980902698
FBgn0003312,0.2480350703977817
FBgn0036819,0.24793759438373988
FBgn0041604,0.24790093255950932
FBgn0036735,0.24782136938305155
FBgn0038296,0.2477458695838459
FBgn0039970,0.24765557405721955
FBgn0029712,0.24765031186822326
FBgn0030808,0.24761203642446175
FBgn0004867,0.24748424890179144
FBgn0003041,0.24746229988076207
FBgn0031428,0.24735020822810544
FBgn0003751,0.24718566496620364
FBgn0058298,0.24687305579666927
FBgn0038922,0.24673935292787716
FBgn0000057,0.2466339659218261
FBgn0019932,0.24663384877366945
FBgn0035936,0.24663008259160035
FBgn0037933,0.2464784094313945
FBgn0039355,0.2462318775499981
FBgn0011742,0.2461984482462385
FBgn0036298,0.2461312257053179
FBgn0264979,0.24610519268932757
FBgn0266672,0.2460841627444486
FBgn0051999,0.24604484303563953
FBgn0262509,0.24597464932478652
FBgn0038549,0.24583696519120252
FBgn0032395,0.2458311973772735
FBgn0037891,0.24562205367570947
FBgn0028516,0.24552958072938563
FBgn0031284,0.24501373211323613
FBgn0031683,0.24497489233019476
FBgn0035471,0.24485998586499316
FBgn0031042,0.24464271880708363
FBgn0038462,0.24449593185723026
FBgn0037874,0.24443687242092282
FBgn0052095,0.2443529736138966
FBgn0004370,0.24397232550604162
FBgn0038857,0.24384172872411514
FBgn0032713,0.24367751204270818
FBgn0042180,0.24356841747352592
FBgn0003274,0.24341000346994443
FBgn0015229,0.2433515867737218
FBgn0000246,0.24330453412275246
FBgn0038463,0.2431174765689184
FBgn0052039,0.24280236205953468
FBgn0001978,0.2425693116204156
FBgn0031219,0.2421000502644936
FBgn0267826,0.2417641397288792
FBgn0051320,0.24169380107833682
FBgn0011737,0.24169047507555755
FBgn0033273,0.2412940769129642
FBgn0037364,0.2412201196407114
FBgn0039932,0.24078003055982483
FBgn0028394,0.24053589643787074
FBgn0036324,0.24042523371885702
FBgn0005777,0.24033366390522118
FBgn0030933,0.24033312117306774
FBgn0010315,0.24027396570670234
FBgn0283678,0.24003723024505572
FBgn0037138,0.23991350256800684
FBgn0015582,0.23986940051972147
FBgn0030850,0.23973733855195017
FBgn0030025,0.2396765043329942
FBgn0032859,0.2393249886825363
FBgn0067102,0.23931031551474907
FBgn0278604,0.23928262864718466
FBgn0035825,0.2391794800594687
FBgn0001225,0.23915304031284915
FBgn0032029,0.2391145025853853
FBgn0037024,0.23894665343220897
FBgn0034800,0.23869898597788422
FBgn0030089,0.23869531547075204
FBgn0040011,0.23867756283873792
FBgn0283649,0.23864511218958323
FBgn0038830,0.23845446147557642
FBgn0026257,0.23841218629281163
FBgn0010741,0.23839553799353527
FBgn0004066,0.23823815794864264
FBgn0000454,0.23786687079691096
FBgn0030625,0.23780360532047054
FBgn0037918,0.2375854267589668
FBgn0031659,0.23745882435494184
FBgn0031224,0.2374530062893537
FBgn0033581,0.23739466983100468
FBgn0053213,0.23736789935735653
FBgn0038491,0.23736233971202725
FBgn0036126,0.23711755192923445
FBgn0029867,0.2369439064513871
FBgn0042693,0.23680725723834264
FBgn0029937,0.23679978073437638
FBgn0004611,0.23679712938496747
FBgn0003742,0.23675389785925044
FBgn0024365,0.2366243876343735
FBgn0030030,0.23655688428431235
FBgn0267585,0.23649962038589034
FBgn0037134,0.2364888684615646
FBgn0043458,0.23628427379659012
FBgn0052226,0.23612350835206847
FBgn0029765,0.2359892996596265
FBgn0029152,0.23596445509794495
FBgn0030268,0.2358904515075503
FBgn0015321,0.23568023626361845
FBgn0040763,0.23542163331228488
FBgn0013750,0.23537492295831075
FBgn0029825,0.23535911864558046
FBgn0037370,0.2350550193206989
FBgn0030174,0.2349320569513878
FBgn0036621,0.234762663285423
FBgn0260862,0.23464586542628757
FBgn0031030,0.2344356261696961
FBgn0263237,0.23442473116914903
FBgn0031117,0.23410709439894756
FBgn0259936,0.23405987378535545
FBgn0033997,0.23404451053001704
FBgn0039881,0.23397196399885284
FBgn0053867,0.2339089587965566
FBgn0035084,0.23390414611623767
FBgn0036199,0.23361342844679947
FBgn0003048,0.2334395689098661
FBgn0040600,0.2332743351899234
FBgn0004888,0.23322199299909951
FBgn0025628,0.23310372535588697
FBgn0262124,0.23289659259056447
FBgn0266186,0.2328701378618889
FBgn0261436,0.23284708137867396
FBgn0086443,0.2324765026641841
FBgn0020270,0.23204616370766218
FBgn0039232,0.23198414965780723
FBgn0040099,0.23197951778559817
FBgn0026076,0.23194167569715082
FBgn0031637,0.23189105781951697
FBgn0028895,0.23169980688286546
FBgn0261703,0.23163482562197746
FBgn0030330,0.23162018231902284
FBgn0038290,0.23147074269481685
FBgn0016970,0.23134598724995628
FBgn0036974,0.23116521979255963
FBgn0039870,0.231109886749389
FBgn0024510,0.23108992113045174
FBgn0038815,0.23100927608620758
FBgn0263047,0.2307440767280914
FBgn0039492,0.23072385023036124
FBgn0035169,0.23064709244091242
FBgn0261995,0.23064207357241343
FBgn0029175,0.2304937967469261
FBgn0034572,0.2304245510265804
FBgn0028397,0.23036448600132312
FBgn0065035,0.230266194669242
FBgn0039914,0.23026402521478154
FBgn0052267,0.2299712002124312
FBgn0010786,0.22934654173497815
FBgn0035206,0.2291925303075488
FBgn0054015,0.2290583515517671
FBgn0014859,0.2289993232085856
FBgn0032224,0.22879993948263314
FBgn0039296,0.22869786327290875
FBgn0032935,0.22864796021489
FBgn0002566,0.2285777194916328
FBgn0037781,0.22856841910289238
FBgn0037531,0.22832343652025494
FBgn0037063,0.22802271589426418
FBgn0003093,0.22796853829187608
FBgn0034335,0.22795043159427933
FBgn0040091,0.22762774903021482
FBgn0000326,0.22751879170083705
FBgn0035082,0.2274476193307907
FBgn0259734,0.22670591925787895
FBgn0038608,0.2266647668367866
FBgn0037202,0.22634477918712823
FBgn0039849,0.22630229864643872
FBgn0032217,0.22626348703960608
FBgn0026316,0.22624106355157153
FBgn0003209,0.22622131973082255
FBgn0000928,0.22617313384958224
FBgn0015288,0.2260309905900369
FBgn0039712,0.22602285562508137
FBgn0033802,0.22589149449339277
FBgn0286027,0.22588866943722902
FBgn0035251,0.22556086977181733
FBgn0038425,0.22555881183015258
FBgn0029957,0.22532402730460346
FBgn0038114,0.2252804522055233
FBgn0051347,0.22490227839726695
FBgn0266441,0.2247347173158185
FBgn0264676,0.22465953907707212
FBgn0010226,0.22446347228459823
FBgn0031143,0.2242195600005966
FBgn0032197,0.22419276098685278
FBgn0025936,0.22413950291038134
FBgn0267861,0.22403895917036581
FBgn0023517,0.22402258074631043
FBgn0033635,0.22299143563709314
FBgn0261862,0.22289836879193703
FBgn0039854,0.22288610934194278
FBgn0262547,0.22277891545508105
FBgn0026718,0.22267609390542853
FBgn0028579,0.22263365128490165
FBgn0262579,0.2225989416402813
FBgn0003401,0.2225096897199259
FBgn0032026,0.2220655344693147
FBgn0022361,0.22191383798073852
FBgn0262972,0.22183441481411237
FBgn0025726,0.22181518259590463
FBgn0004654,0.2216686091301016
FBgn0040339,0.22152418687977202
FBgn0023528,0.22148356746137743
FBgn0261479,0.22132121848673433
FBgn0039585,0.22119857846404603
FBgn0263625,0.22097568623373404
FBgn0037215,0.22036970104061038
FBgn0086757,0.2203625607763505
FBgn0003360,0.22027819491702208
FBgn0010416,0.22001147954544636
FBgn0264607,0.21981306206513554
FBgn0033127,0.21981208839027647
FBgn0053138,0.21980311765451435
FBgn0020545,0.21979431407676225
FBgn0262820,0.21978004953529692
FBgn0024992,0.2197491706092382
FBgn0029819,0.21953685054205677
FBgn0026015,0.21933772795906564
FBgn0028663,0.219325791560608
FBgn0263236,0.21914767263800655
FBgn0010591,0.21913652153864158
FBgn0034766,0.2190687350185002
FBgn0011660,0.2189280415631883
FBgn0036620,0.21879283379548448
FBgn0015245,0.2186346932592574
FBgn0051759,0.21836852685905841
FBgn0037031,0.2183599588043992
FBgn0039741,0.21832705977105576
FBgn0000212,0.2182848771079485
FBgn0039419,0.2176461712497656
FBgn0027548,0.2174862027365856
FBgn0035959,0.2174417445928434
FBgn0028953,0.2171016387672624
FBgn0032889,0.2170229107069051
FBgn0040650,0.21673830902370894
FBgn0034217,0.21673643776905918
FBgn0030465,0.2166062240984189
FBgn0036629,0.21650255282577927
FBgn0046776,0.21642317747157291
FBgn0032400,0.2162332271002871
FBgn0032732,0.21565812618693062
FBgn0032482,0.21553990126321848
FBgn0039305,0.21550374866464386
FBgn0086251,0.21549882426530512
FBgn0046685,0.21547348494874655
FBgn0265512,0.2154261852098142
FBgn0037734,0.21531069873708403
FBgn0032731,0.21516649467638832
FBgn0036353,0.214501333963977
FBgn0039223,0.21435707231756293
FBgn0033186,0.21431204688254663
FBgn0031610,0.21397249113216268
FBgn0030744,0.21377703423439956
FBgn0267385,0.21363359280344155
FBgn0038771,0.21355776915016114
FBgn0036266,0.21349071591715388
FBgn0000318,0.21341852786767967
FBgn0003889,0.21305873219198515
FBgn0051108,0.21298285516938767
FBgn0032698,0.2129725424021926
FBgn0051244,0.21286150103249993
FBgn0036406,0.2126687813185938
FBgn0015570,0.2126223690408729
FBgn0026084,0.2124533598728825
FBgn0027503,0.21235221722914893
FBgn0030717,0.21235196225817327
FBgn0263980,0.21224332905712998
FBgn0010342,0.2118614228924088
FBgn0037713,0.21182714582994924
FBgn0000447,0.21174461085132087
FBgn0029821,0.21174158401425305
FBgn0037553,0.21169811874278532
FBgn0033474,0.21167300038009154
FBgn0037717,0.21163336890761972
FBgn0031322,0.21140111748843723
FBgn0037150,0.21138314622252236
FBgn0036921,0.21135628349809263
FBgn0032449,0.21130004922300122
FBgn0259916,0.21121579091557804
FBgn0003716,0.2111737399661166
FBgn0039857,0.21079622927946828
FBgn0036660,0.21070466062331725
FBgn0024921,0.21063333192146455
FBgn0029874,0.21062379751362081
FBgn0034158,0.21048508861671858
FBgn0038467,0.21019592988263514
FBgn0027084,0.21003065120952705
FBgn0050467,0.20989908392506065
FBgn0035953,0.20988312677865473
FBgn0265174,0.20955262412748749
FBgn0023096,0.20947853816499837
FBgn0263018,0.209446605804817
FBgn0029506,0.20919896534488175
FBgn0034722,0.20907065256960844
FBgn0028380,0.20907014422117542
FBgn0052176,0.20902516170775914
FBgn0032036,0.20862056717784305
FBgn0032943,0.20859905818561914
FBgn0264493,0.20846883836990868
FBgn0031677,0.20809750689845094
FBgn0027599,0.20803561428123635
FBgn0024733,0.20800557675732248
FBgn0058191,0.20794490872064084
FBgn0025864,0.20787568483620644
FBgn0032135,0.20780657501527625
FBgn0040020,0.2075071895418936
FBgn0039165,0.2069078166944366
FBgn0025519,0.2068547230142342
FBgn0025683,0.2068296517790072
FBgn0030081,0.20665320690636085
FBgn0011740,0.20659544173231523
FBgn0031848,0.20655665557322012
FBgn0032593,0.20642073812401682
FBgn0283536,0.20641771465134745
FBgn0024920,0.20635976055000288
FBgn0034057,0.2062264157918621
FBgn0036152,0.20604115474420798
FBgn0014010,0.20592780056367335
FBgn0003598,0.20559674083627397
FBgn0031304,0.2054884264486501
FBgn0030724,0.2053774529187375
FBgn0041205,0.20512638926927507
FBgn0003870,0.20509764999653884
FBgn0037834,0.20501626432152945
FBgn0033827,0.20494661881753012
FBgn0032204,0.20475698294793157
FBgn0265983,0.20474700408504865
FBgn0035644,0.2046583721797426
FBgn0038277,0.20416524576981387
FBgn0033875,0.20416202423745755
FBgn0265656,0.20414467186947063
FBgn0029117,0.2040292467671111
FBgn0036746,0.20401927203639966
FBgn0035425,0.2038887648220566
FBgn0037646,0.2038206940628467
FBgn0035194,0.20375245853646426
FBgn0036929,0.20361899671040468
FBgn0035642,0.20350467433295383
FBgn0261574,0.20328366985618565
FBgn0039773,0.20324459611642468
FBgn0037018,0.2031193192537721
FBgn0266396,0.20311555464093847
FBgn0030391,0.2030330350618271
FBgn0028984,0.20297275615292368
FBgn0051098,0.20292229408738355
FBgn0263232,0.20285180995213345
FBgn0034187,0.20269614477843068
FBgn0035563,0.20243900514475452
FBgn0037779,0.2022909474347546
FBgn0011708,0.20224336617781247
FBgn0031737,0.20222437311073263
FBgn0029959,0.20203059715421837
FBgn0030345,0.20196791729343744
FBgn0034951,0.2018740882874463
FBgn0260986,0.2018223721167607
FBgn0015600,0.20163799759659295
FBgn0027506,0.20149735779713446
FBgn0000150,0.20144114940502816
FBgn0052484,0.2011755821224537
FBgn0002868,0.20109697053173306
FBgn0003942,0.20100794481095136
FBgn0286075,0.20078416344284042
FBgn0036099,0.200579777852482
FBgn0014906,0.20054609147915975
FBgn0004875,0.20005057078314833
FBgn0027515,0.19994587414603968
FBgn0000618,0.1996178038880232
FBgn0016794,0.1992711491709099
FBgn0020258,0.19923221745141545
FBgn0035111,0.19919835159102806
FBgn0011205,0.19917267157773913
FBgn0052195,0.19894991243569782
FBgn0003416,0.19880353285910374
FBgn0015391,0.19880311820661264
FBgn0034704,0.198631456156665
FBgn0036850,0.19860222851540021
FBgn0039451,0.19850416661902784
FBgn0283531,0.1984060299794328
FBgn0032481,0.19830862354692935
FBgn0052638,0.19828449940394713
FBgn0001316,0.19824202066828328
FBgn0051694,0.19814725713911488
FBgn0034304,0.19795774012882583
FBgn0033798,0.19795038214643615
FBgn0031256,0.19793533539134672
FBgn0035640,0.19771204932300104
FBgn0050359,0.19768235871444456
FBgn0028746,0.1976273615792082
FBgn0038524,0.19755626386456196
FBgn0013690,0.19725466596789037
FBgn0022786,0.19722008685706738
FBgn0050051,0.19697843003619506
FBgn0028360,0.19686533055381097
FBgn0028341,0.1967875566750117
FBgn0038704,0.19659238772003407
FBgn0267696,0.19611088828818687
FBgn0033460,0.1959205347708577
FBgn0052423,0.19564626869936386
FBgn0003943,0.19555039975016675
FBgn0261429,0.19542253518875216
FBgn0039207,0.19529227647932895
FBgn0000541,0.1952491808236742
FBgn0032223,0.19519118308331904
FBgn0051637,0.19514329973310582
FBgn0000063,0.19506995400132357
FBgn0015247,0.19501177721381205
FBgn0037655,0.19486378462457993
FBgn0263594,0.19485767907423215
FBgn0266064,0.194843785971727
FBgn0032886,0.19481236316630696
FBgn0040259,0.1947831341194678
FBgn0052109,0.1947584461879304
FBgn0039564,0.1944727999299605
FBgn0260972,0.19439668055276924
FBgn0052207,0.194346841180928
FBgn0030317,0.193888973512295
FBgn0086782,0.19383124044630143
FBgn0050049,0.19372876137891207
FBgn0034634,0.19349178738235118
FBgn0035586,0.1934689767688218
FBgn0011509,0.19344721755205346
FBgn0032147,0.19342840466369052
FBgn0044823,0.19331562014284978
FBgn0267656,0.19329661878402948
FBgn0038446,0.1932242196720154
FBgn0039335,0.19322050374225633
FBgn0037610,0.19298651706420836
FBgn0036372,0.1925903860805321
FBgn0047199,0.19248055874593809
FBgn0053181,0.19247407379964004
FBgn0038432,0.19246057737038955
FBgn0053654,0.1924149702105426
FBgn0024846,0.19237601908916097
FBgn0034060,0.19220168508670998
FBgn0000376,0.1922006898143851
FBgn0039265,0.1916676293826934
FBgn0033558,0.1916366062046729
FBgn0250753,0.19163011572035277
FBgn0052099,0.1912681950094038
FBgn0031882,0.19113277689347458
FBgn0036211,0.19097352508721024
FBgn0010339,0.19095945788221655
FBgn0035393,0.19092798713537917
FBgn0039859,0.19091145408323928
FBgn0033402,0.19080084973412736
FBgn0025335,0.19074874611478387
FBgn0002878,0.1905877309276714
FBgn0265590,0.19041053655299012
FBgn0262518,0.19014466838188726
FBgn0025874,0.18995934891376595
FBgn0023081,0.18991846438380147
FBgn0019662,0.18986594620867595
FBgn0040206,0.1898404092824853
FBgn0263600,0.18971922875805391
FBgn0030555,0.18911831276969288
FBgn0028962,0.18904714492215924
FBgn0058178,0.1889139381666454
FBgn0029824,0.1887705776116805
FBgn0263929,0.18872044460430756
FBgn0039737,0.188608422684925
FBgn0050109,0.18843588630979272
FBgn0032343,0.1883476235815606
FBgn0085407,0.18832426523007084
FBgn0063670,0.18824361805813616
FBgn0030291,0.1882004241146105
FBgn0030608,0.18815323147849938
FBgn0035438,0.18811990295421704
FBgn0039066,0.18810301932869986
FBgn0036978,0.1879879457899896
FBgn0029756,0.18785856316519814
FBgn0038662,0.18782351882871487
FBgn0030241,0.18757748519904954
FBgn0037295,0.18754523612956822
FBgn0267792,0.18740641386769952
FBgn0037021,0.18719659645367256
FBgn0030745,0.18709048691808403
FBgn0031094,0.18673159522737492
FBgn0034791,0.186530921650689
FBgn0037156,0.18613185174798913
FBgn0085482,0.18591960604735325
FBgn0036896,0.1857381219756062
FBgn0263278,0.1855525576465708
FBgn0035210,0.18541849316080955
FBgn0030966,0.1853284266279818
FBgn0036801,0.18526980139696156
FBgn0035021,0.18522164678153302
FBgn0031161,0.18521735324408076
FBgn0013749,0.18502787433198523
FBgn0264495,0.18497585363254362
FBgn0037466,0.18492297667644275
FBgn0039697,0.18492170168567
FBgn0026192,0.1842964768097074
FBgn0032330,0.18398105577004065
FBgn0027872,0.1835934880903638
FBgn0033356,0.18354704116432988
FBgn0016075,0.18343936295912133
FBgn0040319,0.1834214170438653
FBgn0031062,0.18323373286589464
FBgn0283442,0.18322910199395304
FBgn0036536,0.1830281226985804
FBgn0037012,0.18286283184990565
FBgn0030514,0.1828098754746523
FBgn0034650,0.18273243569333825
FBgn0085220,0.18261998976049568
FBgn0041781,0.18256287568072685
FBgn0053177,0.1824337868680636
FBgn0039140,0.18235036745758174
FBgn0262714,0.18226471646252737
FBgn0037369,0.182197003750574
FBgn0262736,0.18208435491269412
FBgn0036900,0.181882591111441
FBgn0261261,0.1812877515192977
FBgn0260744,0.18123336155447844
FBgn0013303,0.18064929985124292
FBgn0016930,0.1806356870169973
FBgn0015568,0.18062424752650283
FBgn0267350,0.18057451857579698
FBgn0036028,0.18056328497144683
FBgn0267823,0.18048800519980387
FBgn0035601,0.18047749907371874
FBgn0004635,0.1804084214701138
FBgn0039959,0.1801858798214762
FBgn0037614,0.1800105986122738
FBgn0063491,0.17971121147723035
FBgn0035383,0.17928310087646795
FBgn0267488,0.17926406679403706
FBgn0036510,0.17921246623760725
FBgn0034139,0.17904314027408158
FBgn0029866,0.17900353315770132
FBgn0035848,0.17895759176670864
FBgn0051612,0.17889400373478512
FBgn0263143,0.17874670833506776
FBgn0023515,0.17851865340403153
FBgn0038747,0.1785087285333888
FBgn0051174,0.17826259876464312
FBgn0033494,0.17806730808770793
FBgn0264574,0.17805499468311284
FBgn0039336,0.1778259988909343
FBgn0026372,0.17749292337458544
FBgn0039234,0.1774924214570086
FBgn0031896,0.1773886559036375
FBgn0016120,0.17726067834837153
FBgn0261279,0.17710192025337254
FBgn0010197,0.1770077236423944
FBgn0026252,0.17677598311363726
FBgn0035588,0.1766591835825595
FBgn0032231,0.1765872945942764
FBgn0032101,0.17649992907313736
FBgn0000330,0.17645559727242704
FBgn0031090,0.17642159048525283
FBgn0032642,0.17640755647777204
FBgn0265717,0.1763936952147444
FBgn0034314,0.17624124437234487
FBgn0041164,0.1760961499753498
FBgn0025684,0.17602059104114107
FBgn0032585,0.17594770398646897
FBgn0035589,0.17587764640784412
FBgn0034025,0.17584170476761427
FBgn0051116,0.17582733220389912
FBgn0035285,0.17581024043547241
FBgn0037203,0.17572040260202296
FBgn0017558,0.17560956085308962
FBgn0015278,0.175579449401669
FBgn0030266,0.1752166723536213
FBgn0027657,0.17509895467490688
FBgn0034265,0.1749845481815915
FBgn0040337,0.17490981254198357
FBgn0031998,0.17489533656802214
FBgn0034924,0.1748249449102995
FBgn0259824,0.17459260514653438
FBgn0045842,0.1745870063189015
FBgn0023180,0.17455134216971405
FBgn0011335,0.17449614847464084
FBgn0265998,0.17429631924769257
FBgn0028406,0.17420082580202195
FBgn0000579,0.17373476758989823
FBgn0014411,0.17371824943754385
FBgn0010516,0.17367379626855536
FBgn0028645,0.17360735166982913
FBgn0285952,0.173411255074197
FBgn0004436,0.1732042447728019
FBgn0038455,0.17312630614191274
FBgn0034933,0.17291764758041453
FBgn0031148,0.17281226058684376
FBgn0052318,0.17275937959469212
FBgn0025865,0.1726795129401251
FBgn0030087,0.17254641254012013
FBgn0030421,0.17253246889308446
FBgn0001227,0.17242066909789597
FBgn0030796,0.1723783072154703
FBgn0035449,0.1723631287368377
FBgn0039858,0.17223848582152462
FBgn0027529,0.17220115156751745
FBgn0261278,0.17201452079397217
FBgn0083987,0.17197034414432272
FBgn0020513,0.17191980778080115
FBgn0039226,0.17191383425007503
FBgn0002791,0.17189512256912914
FBgn0021800,0.1716718399323724
FBgn0284248,0.1716338746297752
FBgn0030970,0.17129909017861242
FBgn0032988,0.17121270274245326
FBgn0026147,0.17115757450809707
FBgn0053977,0.1710209946604933
FBgn0031150,0.17090346318996763
FBgn0034433,0.17050713309175144
FBgn0035866,0.17031972576895674
FBgn0031360,0.17013700799931566
FBgn0035999,0.17012546221410332
FBgn0000711,0.16993533291731752
FBgn0003890,0.169922876316049
FBgn0028342,0.1698758450655481
FBgn0015239,0.1696909666391845
FBgn0040696,0.16967939208696847
FBgn0037093,0.16949238911520254
FBgn0032646,0.16940476462361334
FBgn0037236,0.1694035123683072
FBgn0262716,0.16921587725120213
FBgn0037312,0.16912582746706367
FBgn0033550,0.16887300246967615
FBgn0035312,0.16885661420171677
FBgn0034763,0.16860462944502444
FBgn0261592,0.1684796087737234
FBgn0036020,0.16825436517905218
FBgn0259711,0.1678033446244266
FBgn0033844,0.16778300051043385
FBgn0028646,0.16774163588825095
FBgn0032518,0.16761430436701238
FBgn0003071,0.16729459170081082
FBgn0038488,0.16727985555775549
FBgn0034451,0.16712519264568662
FBgn0030973,0.16711916637321744
FBgn0032214,0.1668902701358466
FBgn0035918,0.16677151615709163
FBgn0262559,0.16674455315950898
FBgn0015589,0.16657292488998202
FBgn0034354,0.16654399823726002
FBgn0259977,0.16641965949245366
FBgn0040837,0.1663888296247156
FBgn0032193,0.1662251766949895
FBgn0033665,0.16607661208526553
FBgn0024991,0.16589575363955592
FBgn0033917,0.16576473623957846
FBgn0002781,0.16517554506081225
FBgn0027526,0.16512780409638417
FBgn0037551,0.1648663896370428
FBgn0036428,0.16483233920095808
FBgn0029666,0.16476943951000228
FBgn0260747,0.16464704034809127
FBgn0262115,0.16456828464272488
FBgn0039358,0.16442298989117837
FBgn0036690,0.1644010779724506
FBgn0015218,0.16439109305168592
FBgn0033467,0.16438643964830588
FBgn0046706,0.16436577872312344
FBgn0040752,0.16433295760669095
FBgn0037875,0.1641279296750854
FBgn0032169,0.16411355034588812
FBgn0039698,0.16409351352364365
FBgn0036335,0.16383961426793472
FBgn0034366,0.16382206009819567
FBgn0285971,0.16372940727040752
FBgn0052626,0.1635321075206644
FBgn0027538,0.1634762530813482
FBgn0003930,0.16335101338370137
FBgn0053156,0.16284955490170266
FBgn0029935,0.1628275276741153
FBgn0040294,0.16280428137676686
FBgn0278598,0.16254396864465429
FBgn0266262,0.16251701073707786
FBgn0040296,0.16242612590293162
FBgn0035624,0.16237017448501717
FBgn0030863,0.16233497540258135
FBgn0051549,0.16226753685186282
FBgn0037533,0.1621690965506912
FBgn0030101,0.16209224221082502
FBgn0036107,0.16193711172151182
FBgn0264431,0.16192997861350625
FBgn0015623,0.16169092967397153
FBgn0027335,0.16135399810881146
FBgn0033544,0.16116732005253576
FBgn0037578,0.16093830419731867
FBgn0004465,0.16074789465228326
FBgn0051864,0.16056940025693017
FBgn0032363,0.16023271839246883
FBgn0035639,0.16012206847036084
FBgn0031895,0.15988159753609954
FBgn0043010,0.15981200130371817
FBgn0031190,0.15978623631050454
FBgn0033712,0.15950575021803304
FBgn0265102,0.15931283187720657
FBgn0025709,0.15928536964008463
FBgn0002733,0.15924523059259546
FBgn0030320,0.15923308521163032
FBgn0027082,0.15923273760241788
FBgn0001308,0.15919517724140086
FBgn0013687,0.15918932043939787
FBgn0032870,0.15905929895581722
FBgn0262731,0.15880617659113985
FBgn0030894,0.15873788551335516
FBgn0259243,0.15867845214293796
FBgn0260795,0.15850822756390667
FBgn0051935,0.1583709954719979
FBgn0033845,0.1582525671746943
FBgn0000052,0.15815832561723778
FBgn0033633,0.15815321589016573
FBgn0035964,0.15806586873579812
FBgn0051682,0.15799527193290197
FBgn0003008,0.157647244595462
FBgn0262515,0.15762036126482049
FBgn0016034,0.1575811565828848
FBgn0032100,0.1573733538889325
FBgn0036790,0.15722846301111548
FBgn0025641,0.15706683992834058
FBgn0036814,0.15696799049948407
FBgn0032397,0.15694219590735986
FBgn0250816,0.15693636317057977
FBgn0037218,0.15691727475625733
FBgn0037082,0.15660089262808533
FBgn0263415,0.15653641316532374
FBgn0033309,0.15653586241029005
FBgn0283473,0.15597948119689078
FBgn0029778,0.15594845537818885
FBgn0038256,0.15578089852688315
FBgn0033737,0.15563882941223703
FBgn0020618,0.15553905281438596
FBgn0004192,0.15548289328682244
FBgn0004107,0.155195316001236
FBgn0016693,0.1550387634404777
FBgn0051658,0.15458922702863734
FBgn0034491,0.15458404952250002
FBgn0034479,0.1545781418043359
FBgn0038976,0.1544839301940348
FBgn0034246,0.15445495822109467
FBgn0031663,0.1543508304763121
FBgn0050105,0.15429380223449912
FBgn0032987,0.15428513942425426
FBgn0003891,0.153870355308854
FBgn0035627,0.15376488976774794
FBgn0030292,0.15375342465956293
FBgn0039359,0.1537286160876619
FBgn0030478,0.15370278116545022
FBgn0026751,0.15361028790775202
FBgn0031661,0.15358654365360194
FBgn0030679,0.15350745284775566
FBgn0034345,0.15349401699848159
FBgn0026088,0.15342668720133495
FBgn0034360,0.1532692991474052
FBgn0036133,0.1532643385546498
FBgn0085354,0.1531758302782812
FBgn0031244,0.1530759103735918
FBgn0015926,0.15296141746240202
FBgn0025574,0.15295643909323609
FBgn0261674,0.1529402453678413
FBgn0262126,0.1526258108316741
FBgn0036804,0.1525312526184968
FBgn0039674,0.15227763998554833
FBgn0024945,0.15215867540872435
FBgn0020272,0.15204574058333664
FBgn0029980,0.15181802761825108
FBgn0027574,0.15172124245530105
FBgn0026417,0.151565680712316
FBgn0027558,0.15152336286320858
FBgn0050440,0.1514845199032366
FBgn0083120,0.15130393708973178
FBgn0028408,0.15127992233098392
FBgn0036795,0.15125075391341042
FBgn0039543,0.15115204665854684
FBgn0037379,0.15112187384891484
FBgn0039094,0.15097778085121952
FBgn0260634,0.15094381562216644
FBgn0034452,0.150871508842348
FBgn0027572,0.15080069659046197
FBgn0038515,0.15053544484854745
FBgn0032033,0.15048812384562923
FBgn0010433,0.1503895288349204
FBgn0028690,0.15030651670565334
FBgn0034968,0.15023511555838864
FBgn0003495,0.15020972804650204
FBgn0025381,0.15000669662754226
FBgn0022724,0.14987408862280582
FBgn0040346,0.14981853107549092
FBgn0001233,0.1496867676926162
FBgn0016126,0.1496642027467922
FBgn0267828,0.14949144363595623
FBgn0033891,0.1492867829694672
FBgn0031401,0.14915174652794252
FBgn0032961,0.14885357044875122
FBgn0011768,0.14868972795259297
FBgn0031459,0.14862767943495891
FBgn0029979,0.14856642921387808
FBgn0040290,0.1485309135981393
FBgn0050183,0.14838631246078063
FBgn0261599,0.14827476938473483
FBgn0036640,0.14825908124306122
FBgn0030136,0.14819662674333894
FBgn0030930,0.14813906860463724
FBgn0001258,0.14807961460691768
FBgn0035537,0.14800528857724374
FBgn0003430,0.14797234096099152
